ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
5786	Interferon-gamma signaling pathway	PTPRA	0.00670385069183739
5786	JAK/STAT signaling pathway	PTPRA	0.00568486538667811
5786	T cell activation	PTPRA	0.0224176767135042
57862	NA	ZNF410	0.861578890914942
57863	NA	CADM3	0.861578890914942
57863	Alzheimer disease-presenilin pathway	CADM3	0.0163037648825485
57864	NA	SLC46A2	0.861578890914942
57864	Endothelin signaling pathway	SLC46A2	0.0129250241338625
5787	Angiogenesis	PTPRB	0.0381851335407058
5787	Axon guidance mediated by Slit/Robo	PTPRB	0.010511637884801
5787	B cell activation	PTPRB	0.0215059530194144
5787	CCKR signaling map	PTPRB	0.0578140083664057
5787	Cadherin signaling pathway	PTPRB	0.0174300117987772
5787	FGF signaling pathway	PTPRB	0.0230612463799206
5787	Integrin signalling pathway	PTPRB	0.0322857449318889
5787	Interferon-gamma signaling pathway	PTPRB	0.00670385069183739
5787	JAK/STAT signaling pathway	PTPRB	0.00568486538667811
5787	T cell activation	PTPRB	0.0224176767135042
5788	B cell activation	PTPRC	0.0215059530194144
5788	JAK/STAT signaling pathway	PTPRC	0.00568486538667811
5788	T cell activation	PTPRC	0.0224176767135042
5788	Angiogenesis	PTPRC	0.0381851335407058
5788	Axon guidance mediated by Slit/Robo	PTPRC	0.010511637884801
5788	CCKR signaling map	PTPRC	0.0578140083664057
5788	Cadherin signaling pathway	PTPRC	0.0174300117987772
5788	FGF signaling pathway	PTPRC	0.0230612463799206
5788	Integrin signalling pathway	PTPRC	0.0322857449318889
5788	Interferon-gamma signaling pathway	PTPRC	0.00670385069183739
5789	NA	PTPRD	0.861578890914942
5789	Angiogenesis	PTPRD	0.0381851335407058
5789	Axon guidance mediated by Slit/Robo	PTPRD	0.010511637884801
5789	B cell activation	PTPRD	0.0215059530194144
5789	CCKR signaling map	PTPRD	0.0578140083664057
5789	Cadherin signaling pathway	PTPRD	0.0174300117987772
5789	FGF signaling pathway	PTPRD	0.0230612463799206
5789	Integrin signalling pathway	PTPRD	0.0322857449318889
5789	Interferon-gamma signaling pathway	PTPRD	0.00670385069183739
5789	JAK/STAT signaling pathway	PTPRD	0.00568486538667811
5789	T cell activation	PTPRD	0.0224176767135042
579	NA	NKX3-2	0.861578890914942
5790	NA	PTPRCAP	0.861578890914942
5791	NA	PTPRE	0.861578890914942
5791	Angiogenesis	PTPRE	0.0381851335407058
5791	Axon guidance mediated by Slit/Robo	PTPRE	0.010511637884801
5791	B cell activation	PTPRE	0.0215059530194144
5791	CCKR signaling map	PTPRE	0.0578140083664057
5791	Cadherin signaling pathway	PTPRE	0.0174300117987772
5791	FGF signaling pathway	PTPRE	0.0230612463799206
5791	Integrin signalling pathway	PTPRE	0.0322857449318889
5791	Interferon-gamma signaling pathway	PTPRE	0.00670385069183739
5791	JAK/STAT signaling pathway	PTPRE	0.00568486538667811
5791	T cell activation	PTPRE	0.0224176767135042
5792	NA	PTPRF	0.861578890914942
5792	Angiogenesis	PTPRF	0.0381851335407058
5792	Axon guidance mediated by Slit/Robo	PTPRF	0.010511637884801
5792	B cell activation	PTPRF	0.0215059530194144
5792	CCKR signaling map	PTPRF	0.0578140083664057
5792	Cadherin signaling pathway	PTPRF	0.0174300117987772
5792	FGF signaling pathway	PTPRF	0.0230612463799206
5792	Integrin signalling pathway	PTPRF	0.0322857449318889
5792	Interferon-gamma signaling pathway	PTPRF	0.00670385069183739
5792	JAK/STAT signaling pathway	PTPRF	0.00568486538667811
5792	T cell activation	PTPRF	0.0224176767135042
5793	NA	PTPRG	0.861578890914942
5793	Angiogenesis	PTPRG	0.0381851335407058
5793	Axon guidance mediated by Slit/Robo	PTPRG	0.010511637884801
5793	B cell activation	PTPRG	0.0215059530194144
5793	CCKR signaling map	PTPRG	0.0578140083664057
5793	Cadherin signaling pathway	PTPRG	0.0174300117987772
5793	FGF signaling pathway	PTPRG	0.0230612463799206
5793	Integrin signalling pathway	PTPRG	0.0322857449318889
5793	Interferon-gamma signaling pathway	PTPRG	0.00670385069183739
5793	JAK/STAT signaling pathway	PTPRG	0.00568486538667811
5793	T cell activation	PTPRG	0.0224176767135042
5795	NA	PTPRJ	0.861578890914942
5795	Angiogenesis	PTPRJ	0.0381851335407058
5795	Axon guidance mediated by Slit/Robo	PTPRJ	0.010511637884801
5795	B cell activation	PTPRJ	0.0215059530194144
5795	CCKR signaling map	PTPRJ	0.0578140083664057
5795	Cadherin signaling pathway	PTPRJ	0.0174300117987772
5795	FGF signaling pathway	PTPRJ	0.0230612463799206
5795	Integrin signalling pathway	PTPRJ	0.0322857449318889
5795	Interferon-gamma signaling pathway	PTPRJ	0.00670385069183739
5795	JAK/STAT signaling pathway	PTPRJ	0.00568486538667811
5795	T cell activation	PTPRJ	0.0224176767135042
5796	NA	PTPRK	0.861578890914942
5796	Angiogenesis	PTPRK	0.0381851335407058
5796	Axon guidance mediated by Slit/Robo	PTPRK	0.010511637884801
5796	B cell activation	PTPRK	0.0215059530194144
5796	CCKR signaling map	PTPRK	0.0578140083664057
5796	Cadherin signaling pathway	PTPRK	0.0174300117987772
5796	FGF signaling pathway	PTPRK	0.0230612463799206
5796	Integrin signalling pathway	PTPRK	0.0322857449318889
5796	Interferon-gamma signaling pathway	PTPRK	0.00670385069183739
5796	JAK/STAT signaling pathway	PTPRK	0.00568486538667811
5796	T cell activation	PTPRK	0.0224176767135042
5797	NA	PTPRM	0.861578890914942
5797	Angiogenesis	PTPRM	0.0381851335407058
5797	Axon guidance mediated by Slit/Robo	PTPRM	0.010511637884801
5797	B cell activation	PTPRM	0.0215059530194144
5797	CCKR signaling map	PTPRM	0.0578140083664057
5797	Cadherin signaling pathway	PTPRM	0.0174300117987772
5797	FGF signaling pathway	PTPRM	0.0230612463799206
5797	Integrin signalling pathway	PTPRM	0.0322857449318889
5797	Interferon-gamma signaling pathway	PTPRM	0.00670385069183739
5797	JAK/STAT signaling pathway	PTPRM	0.00568486538667811
5797	T cell activation	PTPRM	0.0224176767135042
5798	NA	PTPRN	0.861578890914942
5798	Angiogenesis	PTPRN	0.0381851335407058
5798	Axon guidance mediated by Slit/Robo	PTPRN	0.010511637884801
5798	B cell activation	PTPRN	0.0215059530194144
5798	CCKR signaling map	PTPRN	0.0578140083664057
5798	Cadherin signaling pathway	PTPRN	0.0174300117987772
5798	FGF signaling pathway	PTPRN	0.0230612463799206
5798	Integrin signalling pathway	PTPRN	0.0322857449318889
5798	Interferon-gamma signaling pathway	PTPRN	0.00670385069183739
5798	JAK/STAT signaling pathway	PTPRN	0.00568486538667811
5798	T cell activation	PTPRN	0.0224176767135042
5799	NA	PTPRN2	0.861578890914942
5799	Angiogenesis	PTPRN2	0.0381851335407058
5799	Axon guidance mediated by Slit/Robo	PTPRN2	0.010511637884801
5799	B cell activation	PTPRN2	0.0215059530194144
5799	CCKR signaling map	PTPRN2	0.0578140083664057
5799	Cadherin signaling pathway	PTPRN2	0.0174300117987772
5799	FGF signaling pathway	PTPRN2	0.0230612463799206
5799	Integrin signalling pathway	PTPRN2	0.0322857449318889
5799	Interferon-gamma signaling pathway	PTPRN2	0.00670385069183739
5799	JAK/STAT signaling pathway	PTPRN2	0.00568486538667811
5799	T cell activation	PTPRN2	0.0224176767135042
58	Alzheimer disease-presenilin pathway	ACTA1	0.0163037648825485
58	Cadherin signaling pathway	ACTA1	0.0174300117987772
58	Cytoskeletal regulation by Rho GTPase	ACTA1	0.0153920411884587
58	Huntington disease	ACTA1	0.0274053416282313
58	Inflammation mediated by chemokine and cytokine signaling pathway	ACTA1	0.0403839965676284
58	Integrin signalling pathway	ACTA1	0.0322857449318889
58	Nicotinic acetylcholine receptor signaling pathway	ACTA1	0.0144266866888341
58	Wnt signaling pathway	ACTA1	0.0381315027351711
580	NA	BARD1	0.861578890914942
5800	NA	PTPRO	0.861578890914942
5800	Angiogenesis	PTPRO	0.0381851335407058
5800	Axon guidance mediated by Slit/Robo	PTPRO	0.010511637884801
5800	B cell activation	PTPRO	0.0215059530194144
5800	CCKR signaling map	PTPRO	0.0578140083664057
5800	Cadherin signaling pathway	PTPRO	0.0174300117987772
5800	FGF signaling pathway	PTPRO	0.0230612463799206
5800	Integrin signalling pathway	PTPRO	0.0322857449318889
5800	Interferon-gamma signaling pathway	PTPRO	0.00670385069183739
5800	JAK/STAT signaling pathway	PTPRO	0.00568486538667811
5800	T cell activation	PTPRO	0.0224176767135042
5801	NA	PTPRR	0.861578890914942
5801	Angiogenesis	PTPRR	0.0381851335407058
5801	Axon guidance mediated by Slit/Robo	PTPRR	0.010511637884801
5801	B cell activation	PTPRR	0.0215059530194144
5801	CCKR signaling map	PTPRR	0.0578140083664057
5801	Cadherin signaling pathway	PTPRR	0.0174300117987772
5801	FGF signaling pathway	PTPRR	0.0230612463799206
5801	Integrin signalling pathway	PTPRR	0.0322857449318889
5801	Interferon-gamma signaling pathway	PTPRR	0.00670385069183739
5801	JAK/STAT signaling pathway	PTPRR	0.00568486538667811
5801	T cell activation	PTPRR	0.0224176767135042
5802	NA	PTPRS	0.861578890914942
5802	Angiogenesis	PTPRS	0.0381851335407058
5802	Axon guidance mediated by Slit/Robo	PTPRS	0.010511637884801
5802	B cell activation	PTPRS	0.0215059530194144
5802	CCKR signaling map	PTPRS	0.0578140083664057
5802	Cadherin signaling pathway	PTPRS	0.0174300117987772
5802	FGF signaling pathway	PTPRS	0.0230612463799206
5802	Integrin signalling pathway	PTPRS	0.0322857449318889
5802	Interferon-gamma signaling pathway	PTPRS	0.00670385069183739
5802	JAK/STAT signaling pathway	PTPRS	0.00568486538667811
5802	T cell activation	PTPRS	0.0224176767135042
5803	NA	PTPRZ1	0.861578890914942
5803	Angiogenesis	PTPRZ1	0.0381851335407058
5803	Axon guidance mediated by Slit/Robo	PTPRZ1	0.010511637884801
5803	B cell activation	PTPRZ1	0.0215059530194144
5803	CCKR signaling map	PTPRZ1	0.0578140083664057
5803	Cadherin signaling pathway	PTPRZ1	0.0174300117987772
5803	FGF signaling pathway	PTPRZ1	0.0230612463799206
5803	Integrin signalling pathway	PTPRZ1	0.0322857449318889
5803	Interferon-gamma signaling pathway	PTPRZ1	0.00670385069183739
5803	JAK/STAT signaling pathway	PTPRZ1	0.00568486538667811
5803	T cell activation	PTPRZ1	0.0224176767135042
5805	NA	PTS	0.861578890914942
5806	NA	PTX3	0.861578890914942
581	Apoptosis signaling pathway	BAX	0.0195216132146305
581	CCKR signaling map	BAX	0.0578140083664057
581	Huntington disease	BAX	0.0274053416282313
581	p53 pathway	BAX	0.0235975544352676
581	Oxidative stress response	BAX	0.00970717580178054
5810	NA	RAD1	0.861578890914942
5813	NA	PURA	0.861578890914942
5814	NA	PURB	0.861578890914942
58155	NA	PTBP2	0.861578890914942
58157	NA	NGB	0.861578890914942
58158	NA	NEUROD4	0.861578890914942
5816	NA	PVALB	0.861578890914942
5817	NA	PVR	0.861578890914942
5817	Alzheimer disease-presenilin pathway	PVR	0.0163037648825485
5818	Alzheimer disease-presenilin pathway	NECTIN1	0.0163037648825485
58189	NA	WFDC1	0.861578890914942
5819	NA	NECTIN2	0.861578890914942
5819	Alzheimer disease-presenilin pathway	NECTIN2	0.0163037648825485
58190	NA	CTDSP1	0.861578890914942
58191	NA	CXCL16	0.861578890914942
582	NA	BBS1	0.861578890914942
5822	NA	PWP2	0.861578890914942
5824	NA	PEX19	0.861578890914942
5825	NA	ABCD3	0.861578890914942
5826	NA	ABCD4	0.861578890914942
5827	NA	PXMP2	0.861578890914942
5828	NA	PEX2	0.861578890914942
5829	Angiogenesis	PXN	0.0381851335407058
5829	CCKR signaling map	PXN	0.0578140083664057
5829	Gonadotropin-releasing hormone receptor pathway	PXN	0.0669312453073045
5829	Integrin signalling pathway	PXN	0.0322857449318889
5829	VEGF signaling pathway	PXN	0.0212914297972756
583	NA	BBS2	0.861578890914942
5830	NA	PEX5	0.861578890914942
5831	Proline biosynthesis	PYCR1	0.000268154027673496
5832	Proline biosynthesis	ALDH18A1	0.000268154027673496
5833	NA	PCYT2	0.861578890914942
5834	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PYGB	0.0163037648825485
5836	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PYGL	0.0163037648825485
5837	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PYGM	0.0163037648825485
58472	NA	SQOR	0.861578890914942
58473	NA	PLEKHB1	0.861578890914942
58475	NA	MS4A7	0.861578890914942
58476	NA	TP53INP2	0.861578890914942
58477	NA	SRPRB	0.861578890914942
58478	NA	ENOPH1	0.861578890914942
58480	Axon guidance mediated by netrin	RHOU	0.00568486538667811
58480	Cytoskeletal regulation by Rho GTPase	RHOU	0.0153920411884587
58480	Angiogenesis	RHOU	0.0381851335407058
58480	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	RHOU	0.0139976402445565
58480	Axon guidance mediated by Slit/Robo	RHOU	0.010511637884801
58480	Axon guidance mediated by semaphorins	RHOU	0.0102434838571275
58480	B cell activation	RHOU	0.0215059530194144
58480	CCKR signaling map	RHOU	0.0578140083664057
58480	EGF receptor signaling pathway	RHOU	0.0227930923522471
58480	FGF signaling pathway	RHOU	0.0230612463799206
58480	Gonadotropin-releasing hormone receptor pathway	RHOU	0.0669312453073045
58480	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RHOU	0.0230076155743859
58480	Huntington disease	RHOU	0.0274053416282313
58480	Inflammation mediated by chemokine and cytokine signaling pathway	RHOU	0.0403839965676284
58480	Integrin signalling pathway	RHOU	0.0322857449318889
58480	PDGF signaling pathway	RHOU	0.0322321141263542
58480	Ras Pathway	RHOU	0.0177517966319854
58480	T cell activation	RHOU	0.0224176767135042
58480	TGF-beta signaling pathway	RHOU	0.0191998283814223
58480	VEGF signaling pathway	RHOU	0.0212914297972756
58480	p38 MAPK pathway	RHOU	0.0134613321892095
58484	NA	NLRC4	0.861578890914942
58484	Angiogenesis	NLRC4	0.0381851335407058
58484	Apoptosis signaling pathway	NLRC4	0.0195216132146305
58484	CCKR signaling map	NLRC4	0.0578140083664057
58485	NA	TRAPPC1	0.861578890914942
58486	NA	ZBED5	0.861578890914942
58487	NA	CREBZF	0.861578890914942
58488	NA	PCTP	0.861578890914942
58489	NA	ABHD17C	0.861578890914942
58490	NA	RPRD1B	0.861578890914942
58491	NA	ZNF71	0.861578890914942
58492	NA	ZNF77	0.861578890914942
58493	NA	INIP	0.861578890914942
58494	NA	JAM2	0.861578890914942
58495	NA	OVOL2	0.861578890914942
58496	NA	LY6G5B	0.861578890914942
58497	NA	PRUNE1	0.861578890914942
58498	NA	MYL7	0.861578890914942
58499	NA	ZNF462	0.861578890914942
585	NA	BBS4	0.861578890914942
58500	NA	ZNF250	0.861578890914942
58503	NA	OPRPN	0.861578890914942
58504	NA	ARHGAP22	0.861578890914942
58505	NA	OSTC	0.861578890914942
58506	NA	SCAF1	0.861578890914942
58508	NA	KMT2C	0.861578890914942
58509	NA	CACTIN	0.861578890914942
58510	Huntington disease	PRODH2	0.0274053416282313
58511	NA	DNASE2B	0.861578890914942
58512	NA	DLGAP3	0.861578890914942
58513	NA	EPS15L1	0.861578890914942
58515	NA	SELENOK	0.861578890914942
58516	NA	SINHCAF	0.861578890914942
58517	NA	RBM25	0.861578890914942
58524	NA	DMRT3	0.861578890914942
58525	NA	WIZ	0.861578890914942
58526	NA	MID1IP1	0.861578890914942
58527	NA	ABRACL	0.861578890914942
58528	NA	RRAGD	0.861578890914942
58529	NA	MYOZ1	0.861578890914942
58530	NA	LY6G6D	0.861578890914942
58533	NA	SNX6	0.861578890914942
58538	NA	MPP4	0.861578890914942
58538	Inflammation mediated by chemokine and cytokine signaling pathway	MPP4	0.0403839965676284
58538	Parkinson disease	MPP4	0.0168937037434302
5859	Heme biosynthesis	QARS	0.000911723694089885
586	Alanine biosynthesis	BCAT1	0.000107261611069398
586	Isoleucine biosynthesis	BCAT1	0.000321784833208195
586	Leucine biosynthesis	BCAT1	0.000214523222138797
586	Valine biosynthesis	BCAT1	0.000160892416604097
5860	NA	QDPR	0.861578890914942
5861	NA	RAB1A	0.861578890914942
5861	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB1A	0.0230076155743859
5861	Huntington disease	RAB1A	0.0274053416282313
5861	Integrin signalling pathway	RAB1A	0.0322857449318889
5861	PDGF signaling pathway	RAB1A	0.0322321141263542
5861	Synaptic vesicle trafficking	RAB1A	0.00858092888555186
5861	TGF-beta signaling pathway	RAB1A	0.0191998283814223
5862	PDGF signaling pathway	RAB2A	0.0322321141263542
5862	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB2A	0.0230076155743859
5862	Huntington disease	RAB2A	0.0274053416282313
5862	Integrin signalling pathway	RAB2A	0.0322857449318889
5862	Synaptic vesicle trafficking	RAB2A	0.00858092888555186
5862	TGF-beta signaling pathway	RAB2A	0.0191998283814223
5863	Ras Pathway	RGL2	0.0177517966319854
5863	Angiogenesis	RGL2	0.0381851335407058
5863	B cell activation	RGL2	0.0215059530194144
5863	CCKR signaling map	RGL2	0.0578140083664057
5863	EGF receptor signaling pathway	RGL2	0.0227930923522471
5863	FGF signaling pathway	RGL2	0.0230612463799206
5863	Gonadotropin-releasing hormone receptor pathway	RGL2	0.0669312453073045
5863	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RGL2	0.0230076155743859
5863	Inflammation mediated by chemokine and cytokine signaling pathway	RGL2	0.0403839965676284
5863	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RGL2	0.0134613321892095
5863	Integrin signalling pathway	RGL2	0.0322857449318889
5863	Interleukin signaling pathway	RGL2	0.024777432157031
5863	PDGF signaling pathway	RGL2	0.0322321141263542
5863	PI3 kinase pathway	RGL2	0.0210232757696021
5863	T cell activation	RGL2	0.0224176767135042
5864	Synaptic vesicle trafficking	RAB3A	0.00858092888555186
5864	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB3A	0.0230076155743859
5864	Huntington disease	RAB3A	0.0274053416282313
5864	Integrin signalling pathway	RAB3A	0.0322857449318889
5864	PDGF signaling pathway	RAB3A	0.0322321141263542
5864	TGF-beta signaling pathway	RAB3A	0.0191998283814223
5865	NA	RAB3B	0.861578890914942
5865	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB3B	0.0230076155743859
5865	Huntington disease	RAB3B	0.0274053416282313
5865	Integrin signalling pathway	RAB3B	0.0322857449318889
5865	PDGF signaling pathway	RAB3B	0.0322321141263542
5865	Synaptic vesicle trafficking	RAB3B	0.00858092888555186
5865	TGF-beta signaling pathway	RAB3B	0.0191998283814223
5866	NA	RAB3IL1	0.861578890914942
5867	NA	RAB4A	0.861578890914942
5867	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB4A	0.0230076155743859
5867	Huntington disease	RAB4A	0.0274053416282313
5867	Integrin signalling pathway	RAB4A	0.0322857449318889
5867	PDGF signaling pathway	RAB4A	0.0322321141263542
5867	Synaptic vesicle trafficking	RAB4A	0.00858092888555186
5867	TGF-beta signaling pathway	RAB4A	0.0191998283814223
5868	NA	RAB5A	0.861578890914942
5868	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB5A	0.0230076155743859
5868	Huntington disease	RAB5A	0.0274053416282313
5868	Integrin signalling pathway	RAB5A	0.0322857449318889
5868	PDGF signaling pathway	RAB5A	0.0322321141263542
5868	Synaptic vesicle trafficking	RAB5A	0.00858092888555186
5868	TGF-beta signaling pathway	RAB5A	0.0191998283814223
5869	NA	RAB5B	0.861578890914942
5869	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB5B	0.0230076155743859
5869	Huntington disease	RAB5B	0.0274053416282313
5869	Integrin signalling pathway	RAB5B	0.0322857449318889
5869	PDGF signaling pathway	RAB5B	0.0322321141263542
5869	Synaptic vesicle trafficking	RAB5B	0.00858092888555186
5869	TGF-beta signaling pathway	RAB5B	0.0191998283814223
587	Alanine biosynthesis	BCAT2	0.000107261611069398
587	Isoleucine biosynthesis	BCAT2	0.000321784833208195
587	Leucine biosynthesis	BCAT2	0.000214523222138797
587	Valine biosynthesis	BCAT2	0.000160892416604097
5870	NA	RAB6A	0.861578890914942
5870	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB6A	0.0230076155743859
5870	Huntington disease	RAB6A	0.0274053416282313
5870	Integrin signalling pathway	RAB6A	0.0322857449318889
5870	PDGF signaling pathway	RAB6A	0.0322321141263542
5870	Synaptic vesicle trafficking	RAB6A	0.00858092888555186
5870	TGF-beta signaling pathway	RAB6A	0.0191998283814223
5871	Apoptosis signaling pathway	MAP4K2	0.0195216132146305
5871	Gonadotropin-releasing hormone receptor pathway	MAP4K2	0.0669312453073045
5871	Angiogenesis	MAP4K2	0.0381851335407058
5871	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	MAP4K2	0.0139976402445565
5871	Axon guidance mediated by semaphorins	MAP4K2	0.0102434838571275
5871	B cell activation	MAP4K2	0.0215059530194144
5871	CCKR signaling map	MAP4K2	0.0578140083664057
5871	Cytoskeletal regulation by Rho GTPase	MAP4K2	0.0153920411884587
5871	EGF receptor signaling pathway	MAP4K2	0.0227930923522471
5871	Endothelin signaling pathway	MAP4K2	0.0129250241338625
5871	FAS signaling pathway	MAP4K2	0.0138367478279524
5871	FGF signaling pathway	MAP4K2	0.0230612463799206
5871	Huntington disease	MAP4K2	0.0274053416282313
5871	Inflammation mediated by chemokine and cytokine signaling pathway	MAP4K2	0.0403839965676284
5871	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	MAP4K2	0.0134613321892095
5871	Integrin signalling pathway	MAP4K2	0.0322857449318889
5871	Interleukin signaling pathway	MAP4K2	0.024777432157031
5871	Oxidative stress response	MAP4K2	0.00970717580178054
5871	PDGF signaling pathway	MAP4K2	0.0322321141263542
5871	Ras Pathway	MAP4K2	0.0177517966319854
5871	T cell activation	MAP4K2	0.0224176767135042
5871	Toll receptor signaling pathway	MAP4K2	0.014802102327577
5871	Transcription regulation by bZIP transcription factor	MAP4K2	0.00820551324680897
5871	VEGF signaling pathway	MAP4K2	0.0212914297972756
5871	p38 MAPK pathway	MAP4K2	0.0134613321892095
5872	NA	RAB13	0.861578890914942
5872	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB13	0.0230076155743859
5872	Huntington disease	RAB13	0.0274053416282313
5872	Integrin signalling pathway	RAB13	0.0322857449318889
5872	PDGF signaling pathway	RAB13	0.0322321141263542
5872	Synaptic vesicle trafficking	RAB13	0.00858092888555186
5872	TGF-beta signaling pathway	RAB13	0.0191998283814223
5873	NA	RAB27A	0.861578890914942
5873	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB27A	0.0230076155743859
5873	Huntington disease	RAB27A	0.0274053416282313
5873	Integrin signalling pathway	RAB27A	0.0322857449318889
5873	PDGF signaling pathway	RAB27A	0.0322321141263542
5873	Synaptic vesicle trafficking	RAB27A	0.00858092888555186
5873	TGF-beta signaling pathway	RAB27A	0.0191998283814223
5874	NA	RAB27B	0.861578890914942
5874	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB27B	0.0230076155743859
5874	Huntington disease	RAB27B	0.0274053416282313
5874	Integrin signalling pathway	RAB27B	0.0322857449318889
5874	PDGF signaling pathway	RAB27B	0.0322321141263542
5874	Synaptic vesicle trafficking	RAB27B	0.00858092888555186
5874	TGF-beta signaling pathway	RAB27B	0.0191998283814223
5875	NA	RABGGTA	0.861578890914942
5876	NA	RABGGTB	0.861578890914942
5877	NA	RABIF	0.861578890914942
5878	NA	RAB5C	0.861578890914942
5878	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB5C	0.0230076155743859
5878	Huntington disease	RAB5C	0.0274053416282313
5878	Integrin signalling pathway	RAB5C	0.0322857449318889
5878	PDGF signaling pathway	RAB5C	0.0322321141263542
5878	Synaptic vesicle trafficking	RAB5C	0.00858092888555186
5878	TGF-beta signaling pathway	RAB5C	0.0191998283814223
5879	Axon guidance mediated by Slit/Robo	RAC1	0.010511637884801
5879	Axon guidance mediated by netrin	RAC1	0.00568486538667811
5879	Axon guidance mediated by semaphorins	RAC1	0.0102434838571275
5879	B cell activation	RAC1	0.0215059530194144
5879	CCKR signaling map	RAC1	0.0578140083664057
5879	Cytoskeletal regulation by Rho GTPase	RAC1	0.0153920411884587
5879	EGF receptor signaling pathway	RAC1	0.0227930923522471
5879	FGF signaling pathway	RAC1	0.0230612463799206
5879	Gonadotropin-releasing hormone receptor pathway	RAC1	0.0669312453073045
5879	Huntington disease	RAC1	0.0274053416282313
5879	Inflammation mediated by chemokine and cytokine signaling pathway	RAC1	0.0403839965676284
5879	Integrin signalling pathway	RAC1	0.0322857449318889
5879	Ras Pathway	RAC1	0.0177517966319854
5879	T cell activation	RAC1	0.0224176767135042
5879	VEGF signaling pathway	RAC1	0.0212914297972756
5879	p38 MAPK pathway	RAC1	0.0134613321892095
5879	Angiogenesis	RAC1	0.0381851335407058
5879	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	RAC1	0.0139976402445565
5879	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAC1	0.0230076155743859
5879	PDGF signaling pathway	RAC1	0.0322321141263542
5879	TGF-beta signaling pathway	RAC1	0.0191998283814223
5880	Axon guidance mediated by Slit/Robo	RAC2	0.010511637884801
5880	Axon guidance mediated by netrin	RAC2	0.00568486538667811
5880	Axon guidance mediated by semaphorins	RAC2	0.0102434838571275
5880	B cell activation	RAC2	0.0215059530194144
5880	Cytoskeletal regulation by Rho GTPase	RAC2	0.0153920411884587
5880	EGF receptor signaling pathway	RAC2	0.0227930923522471
5880	FGF signaling pathway	RAC2	0.0230612463799206
5880	Huntington disease	RAC2	0.0274053416282313
5880	Inflammation mediated by chemokine and cytokine signaling pathway	RAC2	0.0403839965676284
5880	Integrin signalling pathway	RAC2	0.0322857449318889
5880	Ras Pathway	RAC2	0.0177517966319854
5880	T cell activation	RAC2	0.0224176767135042
5880	VEGF signaling pathway	RAC2	0.0212914297972756
5880	p38 MAPK pathway	RAC2	0.0134613321892095
5880	Angiogenesis	RAC2	0.0381851335407058
5880	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	RAC2	0.0139976402445565
5880	CCKR signaling map	RAC2	0.0578140083664057
5880	Gonadotropin-releasing hormone receptor pathway	RAC2	0.0669312453073045
5880	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAC2	0.0230076155743859
5880	PDGF signaling pathway	RAC2	0.0322321141263542
5880	TGF-beta signaling pathway	RAC2	0.0191998283814223
5881	Axon guidance mediated by Slit/Robo	RAC3	0.010511637884801
5881	Axon guidance mediated by netrin	RAC3	0.00568486538667811
5881	Axon guidance mediated by semaphorins	RAC3	0.0102434838571275
5881	B cell activation	RAC3	0.0215059530194144
5881	Cytoskeletal regulation by Rho GTPase	RAC3	0.0153920411884587
5881	EGF receptor signaling pathway	RAC3	0.0227930923522471
5881	FGF signaling pathway	RAC3	0.0230612463799206
5881	Huntington disease	RAC3	0.0274053416282313
5881	Inflammation mediated by chemokine and cytokine signaling pathway	RAC3	0.0403839965676284
5881	Integrin signalling pathway	RAC3	0.0322857449318889
5881	Ras Pathway	RAC3	0.0177517966319854
5881	T cell activation	RAC3	0.0224176767135042
5881	VEGF signaling pathway	RAC3	0.0212914297972756
5881	p38 MAPK pathway	RAC3	0.0134613321892095
